Sample,locus,Hash,nReads
V047_rep3,COI,981015a8006648a0251f1fe6f4060c91df7cfb7b,53
V047_rep3,COI,54953477a1ebc6e4ff5c66ecaf30bafc7787c1c2,5
V047_rep3,COI,eff53f59e5cce96686e82ad964a63e783ba60c18,6
V047_rep3,COI,60384aac53b1108c1ce20cca0e168d46d4350af8,12
V047_rep3,COI,52b23330bc5c9a5e93a5f7ad041720aa64f65b7e,17
V047_rep3,COI,b42c0c23ebd28afe2c8e7b93e1313cbeff1646e2,33
V047_rep3,COI,9909566e0aba002988aa35071db9bc4de9366e73,984
V047_rep3,COI,faa6811494c034dc5b4413244890f496eb8ad491,22
V047_rep3,COI,bd94305ea7c8999819ff1a154668d43f132efa9e,128
V047_rep3,COI,83801c8a3b9b18ccc704202dab380ec161ceaea2,28
V047_rep3,COI,af713d073c6103ab5d57849e58a263f8ec369cdd,26
V047_rep3,COI,4d0e9aa246cf8012f0b9f5bcb34c1a49320bfd2b,51
V047_rep3,COI,feb9762c729716e1f7d930f4db019d46aaf09600,508
V047_rep3,COI,257d549d4ec415ca8badcbf08b070aac4c8e59c2,439
V047_rep3,COI,08816de8e718166eb71e73747e20273ce7f2d7db,100
V047_rep3,COI,dac28e6817794db3a8b5a735eb90d2e341436924,54
V047_rep3,COI,a841ddf8fe2646ac7712bd21dd3147290260df8c,17
V047_rep3,COI,49b30e0e80bb522e8b71e9994774cb3a3718877b,23
V047_rep3,COI,7b09d2a5c9b1f09200072c37e6b83972e1cbd0be,85
V047_rep3,COI,42e41e74899801bb3d59532801c970384280acdf,14
V047_rep3,COI,792305a13d3426c2e02ee9378ff3421d5be8abba,7
V047_rep3,COI,6c34bf38276bd21f58878540dccc3690f9c8c85c,12
V047_rep3,COI,31211b7367bb1979073898e119ad8afa9e3668fa,260
V047_rep3,COI,8c25bd15037fd4c5ffdbd92d1502d28b93f525c4,16
V047_rep3,COI,7e29f6bd4c239d8a1900fc4a8f97b07eea93b8a1,9
V047_rep3,COI,6ec0d00a6fee885ed6a3e381a3fd0d17f89e681a,2
V047_rep3,COI,1115798a5b33bf7bc525f5d15f49761513c8b6c8,7
V047_rep3,COI,c500f06799841b7504bfbc4419082d1c2c20b47d,2
V047_rep3,COI,45010ead894293e2d955a9439787382452a05061,48
V047_rep3,COI,24788b3cb90ac56fc09acce1b0034ec2a514ec72,2
V047_rep3,COI,377afbfc15dfa83f286acc5a362df0ccf3d78bc0,1
V047_rep3,COI,db2009f04ad6bbb4c3020788bda71b29b78cecff,3
V047_rep3,COI,c620812e299e5d0d0d6d616605117d56e537c668,1
V047_rep3,COI,0a5cd12e19358f8077ddfa9bad0148551092e045,8080
V047_rep3,COI,8cead4940d393295258f29ec68135b964b03291d,383
V047_rep3,COI,56ec175f424bd2aaa5b55478a6e4c2a67fb301a3,78
V047_rep3,COI,ca9b1f220451dc5c59b182688736f99e2e78f12c,52
V047_rep3,COI,3937829c4906b1e504265ebec5d694aa004563e3,2
V047_rep3,COI,8507e2ff7a626f30b075fe2a16f2014b5f334b1a,10
V047_rep3,COI,ac4dae608a23e7a96d3dd5ba0965102704772ace,12
V047_rep3,COI,5c522af108f5b9a2b9a3484d2e43e41a2e89dbe4,5
V047_rep3,COI,a8cd85a636cd9b855427254066ab2e1ecbeb3b1e,41
V047_rep3,COI,f283a211c9d4fa635879816190dc64b97ea7a7f5,3
V047_rep3,COI,023da70affb0b7f8aeeccb469e98623bfd751126,28
V047_rep3,COI,ea845dcfaddee80fdae7527ebb4772659e20a193,37
V047_rep3,COI,2742dfbdf41d3d02eb3ab34b066a4c1c1c168fdd,12
V047_rep3,COI,370a0f0f35b4596d152b0faac10be658ab852f87,5
V047_rep3,COI,86e638fca2cae765919ae02933b6206d26bf9926,13
V047_rep3,COI,538c0977a7fd8a3d7e26c71b93d67225a32d8dee,24
V047_rep3,COI,7585b728251d3922ef1863ddf24efe288c3225b5,5
V047_rep3,COI,4ec92605b744313eaecce46937d557e7df7649a9,38
V047_rep3,COI,8a04ec24820992e18c88b514302a601784759830,65
V047_rep3,COI,83e1442737c6c781dd1121c5719d105b96f9ce67,21
V047_rep3,COI,45dd7d31d8543005a00018e7d98a8fdcc03bf0bb,66
V047_rep3,COI,80712e14c865d76898c189bcc956f7a3b1a01bb6,32
V047_rep3,COI,7c382e73c57775a85a40520e775f6d5a1a165933,15
V047_rep3,COI,cabf5631a662dbf8b9b99699e5bceba53a08b45e,47
V047_rep3,COI,aa5516f773901d5fa3bf6733247d030c0562b500,1
V047_rep3,COI,de8addce710882c1b253ff3490baa9b01f228650,81
V047_rep3,COI,5344313c9430ad15a229db0710f34be49694c92b,8
V047_rep3,COI,6072297d54f8a998beff821c7b4b6bfa148cf70d,36
V047_rep3,COI,401fad766af7957bcba16e9d17dff6341f9f7ff1,28
V047_rep3,COI,efe3aca532571f1ae54976d1c7f6cf073a109df0,3
V047_rep3,COI,dedec184a34d0def72532c424055491318cc4513,9
V047_rep3,COI,0ca2cd891bf4bd716e5c189ded38aa05adadae13,3
V047_rep3,COI,6ae751a16071799a8897bd3155d59cba868d392c,61
V047_rep3,COI,9a84fdc60dc92b41b0195fdd5c8dcc3c085f71de,24
V047_rep3,COI,dde7921115a385bd3609817c8654c8cf2284b383,7
V047_rep3,COI,2edfac1c33842ead1e6963cb43ca54a8b394155a,2
V047_rep3,COI,abbaed798d2cb5c8d19ae4dcad832d6923b735e0,6
V047_rep3,COI,eff2670475a39670972f9fbe05ebef4b80244a3a,7
V047_rep3,COI,166fa07ad92c4d38ec995c89cfde96e46482409a,38
V047_rep3,COI,2ac92136b3be7bcf661d59ba1b05afa494a23640,20
V047_rep3,COI,bf285361f695d2079fd75ff963f26e6692f4d03d,17
V047_rep3,COI,ec5710a0964e43914214b2f3a94dd4ac73d37e09,3283
V047_rep3,COI,35364bf2615dccc5b7d06394b6d36eabdfe47c67,384
V047_rep3,COI,e0ae3e12e7abdaa0eeae5e56118a19d2d6b2f824,578
V047_rep3,COI,6898b22bbd93cdad2500437edec1849cdb53ca88,1
V047_rep3,COI,da54b1606f22644f20d4431d9a059737fcf64b5b,911
V047_rep3,COI,f6f70a33197ab8476c530859566748cd5fe26e89,11
V047_rep3,COI,f9b25e944e840dbb17a913e384825fb0e3762fd3,227
V047_rep3,COI,057fddc88f86b1d795702a7d3d0afad005f97849,161
V047_rep3,COI,4b19ed1a719d2d8eccbd3dd42d5dc157b6da3dc0,14
V047_rep3,COI,5211a277d8ec27cb31583c29cd06647865551223,10
V047_rep3,COI,ce355c11c49ba64a86c093d504195a9843786f87,69
V047_rep3,COI,d90fac0dec3ba758fa11410aecd6d0638c0bc312,8
V047_rep3,COI,18c031ef77c74feb31b85a96d81a18a4258aa001,15
V047_rep3,COI,7f0ee59653aa280922cbed637243f8c397afe07c,711
V047_rep3,COI,8360ebc07c17d709e4dba8ef35280b2609835627,1
V047_rep3,COI,1f228d708a0c9936ba4112b902de04932ea2f311,10
V047_rep3,COI,57732a0b75312d7d74d6cf4e6b61bf9d8baa1852,3
V047_rep3,COI,60642ad2875df580fa234833d48c02443500a2ca,4
V047_rep3,COI,9c1e6fbeb33d24b5907ebcf5f4b62419fd557510,17
V047_rep3,COI,080afafc3a5db35864992f10f2bdf695d1141ddb,1
V047_rep3,COI,74c8780a890c0286a5ff910079656a68dca30a6e,73
V047_rep3,COI,00ad37d78a1299576305cac6b22debdf1a018f39,52
V047_rep3,COI,7a4edb28d8c9c5c37cfd8ae82b61e650e52a4627,3
V047_rep3,COI,09ed20c191f26aa2a8f4dfbef7988e439763e9d1,56
V047_rep3,COI,240d4504e4a339c8c71027cfe0b78f5c39dcd4e3,7
V047_rep3,COI,029490caa6f979a7f6a00744a67283c0df1a8526,10
V047_rep3,COI,49b2e2c6070d7a58e85f4fd0cd14fcf3c929bbfd,175
V047_rep3,COI,86717d405c163a3d32abf35c67077892b1a1241d,12
V047_rep3,COI,c8cefd1195a6ce4225c9d012e7f67204bb329a57,82
V047_rep3,COI,c1b6cf0571394754250edeeabd49b0884d2c4f3c,33
V047_rep3,COI,6e8b2036640291ec095971fdcaebeff7237b4ffa,22
